id_unico,base_origen,id_original,titulo,abstract,autores,año,revista_fuente,doi,idioma,tipo_documento,palabras_clave,url,texto_screening,titulo_normalizado,doi_limpio,tiene_doi,tiene_abstract,longitud_abstract,anio_valido_2021_2026,requiere_verificacion_anio,fila_anomala_si_no,notas_anomalia
REG_00491,WoS,WOS:001590074800001,Developmental patterns of achievement emotions and math performance in primary school - differences in school burnout,"This study aimed to investigate profiles of math emotions and performance and their stability when students transition from Grade 4 to 5 (n = 345). Furthermore, differences in school burnout levels associated with profile membership were investigated. A latent profile analysis was conducted to identify subgroups of students with different patterns of math anxiety, enjoyment, boredom, and performance (i.e., arithmetic fluency and number processing), followed by latent transition analysis to examine profiles' stability. We identified four profiles of math emotions and performance: Positive (positive with mixed performance, i.e., high in arithmetic fluency, average in number processing) (t1 and t2, 27.0% at both time points), Anxious (mildly anxious and weaker-performing) (t1, 32.8%; t2, 32.5%); Neutral (neutral and high-performing) (t1, 25.2%; t2, 25.8%), and Negative (negative with mixed performance, i.e., weaker in arithmetic fluency, average in number processing) (t1, 15.1%; t2, 14.8%). The profiles demonstrated high stability of remaining in the same group, with the Anxious profile indicating the highest stability (96.8%) and the Negative profile, the lowest (79.0%). Furthermore, we observed that the profiles characterised by higher performance, higher positive emotions and lower negative emotions exhibited lower burnout levels than other profiles. In line with previous research, these findings suggest that students demonstrate individual differences in math emotions, performance, and school burnout already in primary school, and that studying these heterogeneous patterns is crucial for providing personalised educational support in math teaching and learning.","Pavlova, Alina; Korhonen, Johan; Jarvenoja, Hanna; Mononen, Riikka",2025,EUROPEAN JOURNAL OF PSYCHOLOGY OF EDUCATION,10.1007/s10212-025-01020-x,,Article,,WOS:001590074800001,"Developmental patterns of achievement emotions and math performance in primary school - differences in school burnout This study aimed to investigate profiles of math emotions and performance and their stability when students transition from Grade 4 to 5 (n = 345). Furthermore, differences in school burnout levels associated with profile membership were investigated. A latent profile analysis was conducted to identify subgroups of students with different patterns of math anxiety, enjoyment, boredom, and performance (i.e., arithmetic fluency and number processing), followed by latent transition analysis to examine profiles' stability. We identified four profiles of math emotions and performance: Positive (positive with mixed performance, i.e., high in arithmetic fluency, average in number processing) (t1 and t2, 27.0% at both time points), Anxious (mildly anxious and weaker-performing) (t1, 32.8%; t2, 32.5%); Neutral (neutral and high-performing) (t1, 25.2%; t2, 25.8%), and Negative (negative with mixed performance, i.e., weaker in arithmetic fluency, average in number processing) (t1, 15.1%; t2, 14.8%). The profiles demonstrated high stability of remaining in the same group, with the Anxious profile indicating the highest stability (96.8%) and the Negative profile, the lowest (79.0%). Furthermore, we observed that the profiles characterised by higher performance, higher positive emotions and lower negative emotions exhibited lower burnout levels than other profiles. In line with previous research, these findings suggest that students demonstrate individual differences in math emotions, performance, and school burnout already in primary school, and that studying these heterogeneous patterns is crucial for providing personalised educational support in math teaching and learning.",developmental patterns of achievement emotions and math performance in primary school differences in school burnout,10.1007/s10212-025-01020-x,sí,sí,1689,sí,no,no,
REG_00492,WoS,WOS:000798566800011,The link between math anxiety and performance does not depend on working memory: A network analysis study,"Math anxiety (MA) and working memory (WM) influence math performance. Yet the interplay between them is not fully understood. Inconsistent results possibly stem from the multicomponent structure of math performance and WM. Using network analysis approach, we investigated the drivers of the MA, WM and math performance edges, and the contribution of each node to the network. First, 116 women completed a battery of tests and questionnaires. Second, we explored the generalizability of our model by applying it to a new data-set (Skagerlund et al., 2019; conceptual replication). The results revealed: (1) the links between MA and WM depend on specific task properties, specifically, WM tasks that require manipulation of numbers; (2) WM and MA are independently linked to math performance; and (3) each WM task is associated with different math abilities. The study provides a strong and reliable model showing the direct effects of math anxiety on math performance.","Korem, Nachshon; Cohen, Lital Daches; Rubinsten, Orly",2022,CONSCIOUSNESS AND COGNITION,10.1016/j.concog.2022.103298,,Article,,WOS:000798566800011,"The link between math anxiety and performance does not depend on working memory: A network analysis study Math anxiety (MA) and working memory (WM) influence math performance. Yet the interplay between them is not fully understood. Inconsistent results possibly stem from the multicomponent structure of math performance and WM. Using network analysis approach, we investigated the drivers of the MA, WM and math performance edges, and the contribution of each node to the network. First, 116 women completed a battery of tests and questionnaires. Second, we explored the generalizability of our model by applying it to a new data-set (Skagerlund et al., 2019; conceptual replication). The results revealed: (1) the links between MA and WM depend on specific task properties, specifically, WM tasks that require manipulation of numbers; (2) WM and MA are independently linked to math performance; and (3) each WM task is associated with different math abilities. The study provides a strong and reliable model showing the direct effects of math anxiety on math performance.",the link between math anxiety and performance does not depend on working memory a network analysis study,10.1016/j.concog.2022.103298,sí,sí,967,sí,no,no,
REG_00493,WoS,WOS:001710218000005,Factors That Influence Pupils' Engagement in Learning Mathematics and Their Effects on General Academic Achievement,"The purpose of this study was to evaluate factors that influence mathematics motivation in primary school pupils and to investigate the relationship among variables such as gender, general academic success, mathematics achievement and mathematics teachers' characteristics. The study involved 316 primary school pupils, who completed the structured questionnaires. Significant gender-based differences were found in both general academic and mathematics achievement, with mathematics success strongly correlating with overall academic performance. A significant relationship was identified between factors that influence motivation for learning mathematics, mathematics teachers' characteristics and pupils' average mathematics grades. These results suggest that teachers are advised to present mathematics in more innovative and engaging ways.","Valjarevic, Dragana; Stanojevic-Ristic, Zorica; Petrovic, Milena; Tomovic, Kristina",2025,CROATIAN JOURNAL OF EDUCATION-HRVATSKI CASOPIS ZA ODGOJ I OBRAZOVANJE,10.15516/cje.v27i3.6263,,Article,,WOS:001710218000005,"Factors That Influence Pupils' Engagement in Learning Mathematics and Their Effects on General Academic Achievement The purpose of this study was to evaluate factors that influence mathematics motivation in primary school pupils and to investigate the relationship among variables such as gender, general academic success, mathematics achievement and mathematics teachers' characteristics. The study involved 316 primary school pupils, who completed the structured questionnaires. Significant gender-based differences were found in both general academic and mathematics achievement, with mathematics success strongly correlating with overall academic performance. A significant relationship was identified between factors that influence motivation for learning mathematics, mathematics teachers' characteristics and pupils' average mathematics grades. These results suggest that teachers are advised to present mathematics in more innovative and engaging ways.",factors that influence pupils engagement in learning mathematics and their effects on general academic achievement,10.15516/cje.v27i3.6263,sí,sí,844,sí,no,no,
REG_00494,WoS,WOS:001461059900001,Tracing students' practice behavior in an adaptive math learning program: Does it mediate the math anxiety-performance link?,"Background: It has been suggested that math anxiety negatively affects students' performance because math anxious students avoid math-related tasks. As most studies that investigated this assumed relationship focused on self-report measures to assess avoidance behavior, approaches that use objective process measures, which are less likely to be affected by biases, are needed. Aims: We conceptualized avoidance behavior in terms of trace data within an adaptive arithmetic learning program. We used a three-wave longitudinal study design to approach the question of how math anxiety is associated with learning behavior that contributes to math performance improvement in school. Sample: The study comprised 890 fifth-grade students. Methods: We traced students' practice (i.e., total number of tasks completed and average number of tasks completed before quitting a session within the learning program) over 45 weeks. Math anxiety was conceptualized multidimensionally. Results: The mediation analyses showed that math anxious students did not complete fewer tasks overall, but completing more tasks was linked to performance improvement. However, math test anxious students, on average, completed fewer tasks before quitting a session, which explained their weaker performance. Conclusions: As only math test anxious students displayed higher levels of quitting, we conclude that the perceived context of the program (i.e., as a test) might play a role and that granularity seems to matter regarding the operationalization of process-measured avoidance behavior. Additionally, practitioners need to encourage students to practice persistently with adaptive math learning programs, as this contributes to students' performance improvement.","Hilz, Anna; Hofman, Abe; Jansen, Brenda; Aldrup, Karen",2025,LEARNING AND INSTRUCTION,10.1016/j.learninstruc.2025.102113,,Article,,WOS:001461059900001,"Tracing students' practice behavior in an adaptive math learning program: Does it mediate the math anxiety-performance link? Background: It has been suggested that math anxiety negatively affects students' performance because math anxious students avoid math-related tasks. As most studies that investigated this assumed relationship focused on self-report measures to assess avoidance behavior, approaches that use objective process measures, which are less likely to be affected by biases, are needed. Aims: We conceptualized avoidance behavior in terms of trace data within an adaptive arithmetic learning program. We used a three-wave longitudinal study design to approach the question of how math anxiety is associated with learning behavior that contributes to math performance improvement in school. Sample: The study comprised 890 fifth-grade students. Methods: We traced students' practice (i.e., total number of tasks completed and average number of tasks completed before quitting a session within the learning program) over 45 weeks. Math anxiety was conceptualized multidimensionally. Results: The mediation analyses showed that math anxious students did not complete fewer tasks overall, but completing more tasks was linked to performance improvement. However, math test anxious students, on average, completed fewer tasks before quitting a session, which explained their weaker performance. Conclusions: As only math test anxious students displayed higher levels of quitting, we conclude that the perceived context of the program (i.e., as a test) might play a role and that granularity seems to matter regarding the operationalization of process-measured avoidance behavior. Additionally, practitioners need to encourage students to practice persistently with adaptive math learning programs, as this contributes to students' performance improvement.",tracing students practice behavior in an adaptive math learning program does it mediate the math anxiety performance link,10.1016/j.learninstruc.2025.102113,sí,sí,1742,sí,no,no,
REG_00495,WoS,WOS:001541898200001,How Does Math Anxiety Affect Math Performance? An Experimental Online Two-Study Investigation Into the Mechanism Driving Math Anxiety Interventions,"Decades of research and meta-analyses consistently reveal a moderate relation between math performance and math anxiety (MA). The most commonly cited light-touch intervention for MA proposed in the literature is expressive writing. However, there are still many open questions related to expressive writing and, more broadly, MA interventions. The current article presents two online studies (ns = 168 and 505) that aimed to disrupt the MA-math performance relation by providing different light-touch interventions (expressive writing, priming increased math self-concept [MSC], and two control groups). Additionally, we recorded state MA probes to explore how MA fluctuates during math tasks. Participants in neither the expressive writing nor the MSC conditions out-performed participants in the control conditions on the posttest math performance measures. The MSC intervention may have acted as a buffer against the potentially deleterious effects on MSC of completing math tasks. State MA significantly fluctuated in both studies across the five different time points. Findings from the current two-study article suggest that there may be important boundary conditions of expressive writing, MSC interventions may provide a buffer to the affective components of mathematical problem solving, and MA can be experimentally manipulated in short experimental settings.","Scheibe, Daniel A.; Was, Christopher A.; Sidney, Pooja G.; Thompson, Clarissa A.",2025,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,10.1037/xge0001804,,Article,,WOS:001541898200001,"How Does Math Anxiety Affect Math Performance? An Experimental Online Two-Study Investigation Into the Mechanism Driving Math Anxiety Interventions Decades of research and meta-analyses consistently reveal a moderate relation between math performance and math anxiety (MA). The most commonly cited light-touch intervention for MA proposed in the literature is expressive writing. However, there are still many open questions related to expressive writing and, more broadly, MA interventions. The current article presents two online studies (ns = 168 and 505) that aimed to disrupt the MA-math performance relation by providing different light-touch interventions (expressive writing, priming increased math self-concept [MSC], and two control groups). Additionally, we recorded state MA probes to explore how MA fluctuates during math tasks. Participants in neither the expressive writing nor the MSC conditions out-performed participants in the control conditions on the posttest math performance measures. The MSC intervention may have acted as a buffer against the potentially deleterious effects on MSC of completing math tasks. State MA significantly fluctuated in both studies across the five different time points. Findings from the current two-study article suggest that there may be important boundary conditions of expressive writing, MSC interventions may provide a buffer to the affective components of mathematical problem solving, and MA can be experimentally manipulated in short experimental settings.",how does math anxiety affect math performance an experimental online two study investigation into the mechanism driving math anxiety interventions,10.1037/xge0001804,sí,sí,1369,sí,no,no,
REG_00496,WoS,WOS:001021227500001,Gender stereotypes about math anxiety: Ability and emotional components,"Gender stereotypes are believed to play a role in the heightened math anxiety (MA) reported by female students. We investigated, first, whether adolescents hold the stereotyped beliefs that girls experience more MA than boys (emotional facet), and that boys perform better in math (ability facet); second, whether gender differences in MA are due to self-report bias; and, third, whether gender differences in MA are related to gender-stereotyped beliefs, in terms of both ability and emotional facets. A total of 257 secondary school students completed math-related and gender stereotype measures. The results revealed that female students were perceived as being more prone to MA than male students, but no self-report bias was observed. Regarding the math ability facet, students endorsed either egalitarian or female-favoring views. Finally, gender differences in MA, as well as other math-related performance measures, were related to gender stereotypes about math ability, but not about emotion.","Justicia-Galiano, M. Jose; Martin-Puga, M. Eva; Linares, Rocio; Pelegrina, Santiago",2023,LEARNING AND INDIVIDUAL DIFFERENCES,10.1016/j.lindif.2023.102316,,Article,,WOS:001021227500001,"Gender stereotypes about math anxiety: Ability and emotional components Gender stereotypes are believed to play a role in the heightened math anxiety (MA) reported by female students. We investigated, first, whether adolescents hold the stereotyped beliefs that girls experience more MA than boys (emotional facet), and that boys perform better in math (ability facet); second, whether gender differences in MA are due to self-report bias; and, third, whether gender differences in MA are related to gender-stereotyped beliefs, in terms of both ability and emotional facets. A total of 257 secondary school students completed math-related and gender stereotype measures. The results revealed that female students were perceived as being more prone to MA than male students, but no self-report bias was observed. Regarding the math ability facet, students endorsed either egalitarian or female-favoring views. Finally, gender differences in MA, as well as other math-related performance measures, were related to gender stereotypes about math ability, but not about emotion.",gender stereotypes about math anxiety ability and emotional components,10.1016/j.lindif.2023.102316,sí,sí,1001,sí,no,no,
REG_00497,WoS,WOS:001690776300001,Adolescent Math Anxiety: Teachers' Grouping Approach at the Intersection of Multiple Student Identities,"Math anxiety represents a substantial barrier to many students' math learning. In this paper, we apply interdisciplinary perspectives to data on over 13,200 ninth graders and their math teachers from the High School Longitudinal Study. Results suggest that being perceived as dis/abled relates to heightened math anxiety regardless of adolescents' gender, or race and ethnicity. Our intersectional approach reveals that adolescents' expressions of math anxiety do not always correspond with gender, racial, and ethnic stereotypes, with Black girls, Black boys, and Latine boys expressing relatively low levels of math anxiety. Finally, consistent with the principles of inclusion and universal design, placing students into groups of mixed ability is the only teacher approach to grouping that does not relate to high levels of math anxiety for any subgroup of students. With intersectionality and interdisciplinariness the pillars of Disability Studies in Education, this study contributes to critical research approaches and policy considerations.","Shifrer, Dara; Ellefritz, Hannah Sean; Hernandez-Saca, David; Roda, Allison; Martinez, Karla Santana",2026,EDUCATIONAL POLICY,10.1177/08959048251415407,,Article; Early Access,,WOS:001690776300001,"Adolescent Math Anxiety: Teachers' Grouping Approach at the Intersection of Multiple Student Identities Math anxiety represents a substantial barrier to many students' math learning. In this paper, we apply interdisciplinary perspectives to data on over 13,200 ninth graders and their math teachers from the High School Longitudinal Study. Results suggest that being perceived as dis/abled relates to heightened math anxiety regardless of adolescents' gender, or race and ethnicity. Our intersectional approach reveals that adolescents' expressions of math anxiety do not always correspond with gender, racial, and ethnic stereotypes, with Black girls, Black boys, and Latine boys expressing relatively low levels of math anxiety. Finally, consistent with the principles of inclusion and universal design, placing students into groups of mixed ability is the only teacher approach to grouping that does not relate to high levels of math anxiety for any subgroup of students. With intersectionality and interdisciplinariness the pillars of Disability Studies in Education, this study contributes to critical research approaches and policy considerations.",adolescent math anxiety teachers grouping approach at the intersection of multiple student identities,10.1177/08959048251415407,sí,sí,1049,sí,no,no,
REG_00498,WoS,WOS:001543279500001,Influence of mathematics anxiety on mathematics performance: mediating effects of mathematical engagement,"Mathematics anxiety and mathematical engagement are influencing factors on the mathematical achievement of students. In this study, self-report questionnaires from 409 students from three compulsory education schools in Mainland China were used to quantitatively investigate their mathematics anxiety, mathematical engagement and mathematics performance, and their relationships were explored. The factors representing the mediating effect of mathematical engagement include behavioural, emotional, cognitive and social aspects.The results of the descriptive statistics, t test, correlation analysis and mediation analysis reveal the following: (1) students' mathematical engagement is high, their anxiety is low, and their academic performance is good; (2) the higher the grade level of a student, the greater the level of mathematics anxiety and the lower their level of engagement; (3) female students have significantly higher social engagement than male students; (4) anxiety is negatively correlated with engagement and performance, whereas engagement is positively correlated with performance; and (5) the direct effect of mathematics anxiety on performance is not significant after controlling for mathematical engagement. The indirect effect of mathematics anxiety on performance via behavioural engagement and cognitive engagement is significant; conversely, emotional engagement and social engagement do not have this effect. The findings offer possible reasons and potential effective teaching strategies for compulsory-stage mathematical educators, which can help them improve their students' mathematics performance from multiple perspectives.","Pei, Yiru; Poon, Kin Keung; Suen, Anthony",2026,MATHEMATICS EDUCATION RESEARCH JOURNAL,10.1007/s13394-025-00536-1,,Article,,WOS:001543279500001,"Influence of mathematics anxiety on mathematics performance: mediating effects of mathematical engagement Mathematics anxiety and mathematical engagement are influencing factors on the mathematical achievement of students. In this study, self-report questionnaires from 409 students from three compulsory education schools in Mainland China were used to quantitatively investigate their mathematics anxiety, mathematical engagement and mathematics performance, and their relationships were explored. The factors representing the mediating effect of mathematical engagement include behavioural, emotional, cognitive and social aspects.The results of the descriptive statistics, t test, correlation analysis and mediation analysis reveal the following: (1) students' mathematical engagement is high, their anxiety is low, and their academic performance is good; (2) the higher the grade level of a student, the greater the level of mathematics anxiety and the lower their level of engagement; (3) female students have significantly higher social engagement than male students; (4) anxiety is negatively correlated with engagement and performance, whereas engagement is positively correlated with performance; and (5) the direct effect of mathematics anxiety on performance is not significant after controlling for mathematical engagement. The indirect effect of mathematics anxiety on performance via behavioural engagement and cognitive engagement is significant; conversely, emotional engagement and social engagement do not have this effect. The findings offer possible reasons and potential effective teaching strategies for compulsory-stage mathematical educators, which can help them improve their students' mathematics performance from multiple perspectives.",influence of mathematics anxiety on mathematics performance mediating effects of mathematical engagement,10.1007/s13394-025-00536-1,sí,sí,1657,sí,no,no,
REG_00499,WoS,WOS:000722882400003,Mathematics anxiety and mathematical calculation in deaf children: A moderated mediation model of mathematics self-efficacy and intelligence,"Background: Previous studies have shown the relationship between mathematics anxiety and math performance in deaf students, but their inner influencing mechanism remains unclear. Aim: To examine a moderated mediation model between mathematics anxiety and mathematical calculation, with intelligence as a moderator, and mathematics self-efficacy as a mediator. Methods: A sample of 247 deaf children from 2 special education schools and 247 hearing children (matched in intelligence) from one mainstream school in China completed computerized tests of intelligence and mathematical calculation and self-report questionnaires of mathematics anxiety and mathematics self-efficacy. Simple mediation analyses and moderated mediation analyses were conducted using PROCESS, and a simple slopes method was employed to plot the conditional indirect effects. Results: There was a significant negative correlation between mathematics anxiety and mathematical calculation, and between mathematics anxiety and mathematics self-efficacy in deaf children and hearing children. However, mathematics self-efficacy was positively associated with mathematical calculation in deaf children but not in hearing children, and the significantly negative relationship between mathematics anxiety and intelligence was observed only in deaf children but not in hearing children. Mathematics self-efficacy partially mediated the association between mathematics anxiety and mathematical calculation in deaf children; and the indirect effect between mathematics anxiety and mathematical calculation via mathematics self-efficacy was moderated by intelligence in deaf children but not in hearing children. Conclusions: The results were discussed to illuminate the mechanism in relation to the practical implication for the intervention and early development of mathematics performance in deaf children.","Chen, Lilan; Wang, Yan",2022,RESEARCH IN DEVELOPMENTAL DISABILITIES,10.1016/j.ridd.2021.104125,,Article,,WOS:000722882400003,"Mathematics anxiety and mathematical calculation in deaf children: A moderated mediation model of mathematics self-efficacy and intelligence Background: Previous studies have shown the relationship between mathematics anxiety and math performance in deaf students, but their inner influencing mechanism remains unclear. Aim: To examine a moderated mediation model between mathematics anxiety and mathematical calculation, with intelligence as a moderator, and mathematics self-efficacy as a mediator. Methods: A sample of 247 deaf children from 2 special education schools and 247 hearing children (matched in intelligence) from one mainstream school in China completed computerized tests of intelligence and mathematical calculation and self-report questionnaires of mathematics anxiety and mathematics self-efficacy. Simple mediation analyses and moderated mediation analyses were conducted using PROCESS, and a simple slopes method was employed to plot the conditional indirect effects. Results: There was a significant negative correlation between mathematics anxiety and mathematical calculation, and between mathematics anxiety and mathematics self-efficacy in deaf children and hearing children. However, mathematics self-efficacy was positively associated with mathematical calculation in deaf children but not in hearing children, and the significantly negative relationship between mathematics anxiety and intelligence was observed only in deaf children but not in hearing children. Mathematics self-efficacy partially mediated the association between mathematics anxiety and mathematical calculation in deaf children; and the indirect effect between mathematics anxiety and mathematical calculation via mathematics self-efficacy was moderated by intelligence in deaf children but not in hearing children. Conclusions: The results were discussed to illuminate the mechanism in relation to the practical implication for the intervention and early development of mathematics performance in deaf children.",mathematics anxiety and mathematical calculation in deaf children a moderated mediation model of mathematics self efficacy and intelligence,10.1016/j.ridd.2021.104125,sí,sí,1871,sí,no,no,
REG_00500,WoS,WOS:000959489300001,Spatial Thinking in Practice: A Snapshot of teacher's Spatial Activity Use in the Early Years' Classroom,"Spatial thinking predicts Science, Technology, Engineering, and Mathematics achievement, yet is often absent from educational policy. We provide benchmarks of teachers' usage and perceptions of spatial activities in practice in the reception classroom (first year of primary school). In this questionnaire study of educational professionals working in the reception classroom in England (N = 104), we found that spatial and numeracy activities were perceived as significantly less important, and were reportedly completed significantly less often, than literacy or life skills. Despite the lower perceived importance of spatial skills in curriculum guidance in England, rates of reported spatial activity use were encouragingly high and were broadly comparable to those of numeracy. Teachers had moderate anxiety levels for both spatial and mathematics domains. The findings highlight a need to elevate teachers' understanding of the importance of developing children's early spatial and numeracy skills, which may begin with efforts to reduce spatial and mathematics anxiety.","Gilligan-Lee, Katie A.; Bradbury, Alice; Bradley, Charlotte; Farran, Emily K.; Van Herwegen, Jo; Wyse, Dominic; Outhwaite, Laura A.",2023,MIND BRAIN AND EDUCATION,10.1111/mbe.12352,,Article,,WOS:000959489300001,"Spatial Thinking in Practice: A Snapshot of teacher's Spatial Activity Use in the Early Years' Classroom Spatial thinking predicts Science, Technology, Engineering, and Mathematics achievement, yet is often absent from educational policy. We provide benchmarks of teachers' usage and perceptions of spatial activities in practice in the reception classroom (first year of primary school). In this questionnaire study of educational professionals working in the reception classroom in England (N = 104), we found that spatial and numeracy activities were perceived as significantly less important, and were reportedly completed significantly less often, than literacy or life skills. Despite the lower perceived importance of spatial skills in curriculum guidance in England, rates of reported spatial activity use were encouragingly high and were broadly comparable to those of numeracy. Teachers had moderate anxiety levels for both spatial and mathematics domains. The findings highlight a need to elevate teachers' understanding of the importance of developing children's early spatial and numeracy skills, which may begin with efforts to reduce spatial and mathematics anxiety.",spatial thinking in practice a snapshot of teacher s spatial activity use in the early years classroom,10.1111/mbe.12352,sí,sí,1076,sí,no,no,
REG_00501,WoS,WOS:000843103200001,Peer tutoring in middle school mathematics: academic and psychological effects and moderators,"In this study reciprocal peer tutoring was implemented in middle school mathematics classes for a six-month period. The effects of this methodology on students' mathematics achievements, mathematics anxiety levels, attitudes towards mathematics, and mathematics self-concepts were examined. Study participants included 768 students in grades 7-9 (12-15 years old). Statistically significant differences and positive effect sizes were reported for mathematics achievement, mathematics anxiety level, and mathematics self-concept (Hedge's g average value of 0.28). No significant statistical differences were reported for mathematics attitude. Students' repeating condition acted as significant moderators for mathematics anxiety. The main conclusion is that reciprocal peer tutoring can be very beneficial academically and psychologically for middle school mathematics students.","Moliner, Lidon; Alegre, Francisco",2022,EDUCATIONAL PSYCHOLOGY,10.1080/01443410.2022.2112148,,Article,,WOS:000843103200001,"Peer tutoring in middle school mathematics: academic and psychological effects and moderators In this study reciprocal peer tutoring was implemented in middle school mathematics classes for a six-month period. The effects of this methodology on students' mathematics achievements, mathematics anxiety levels, attitudes towards mathematics, and mathematics self-concepts were examined. Study participants included 768 students in grades 7-9 (12-15 years old). Statistically significant differences and positive effect sizes were reported for mathematics achievement, mathematics anxiety level, and mathematics self-concept (Hedge's g average value of 0.28). No significant statistical differences were reported for mathematics attitude. Students' repeating condition acted as significant moderators for mathematics anxiety. The main conclusion is that reciprocal peer tutoring can be very beneficial academically and psychologically for middle school mathematics students.",peer tutoring in middle school mathematics academic and psychological effects and moderators,10.1080/01443410.2022.2112148,sí,sí,877,sí,no,no,
REG_00502,WoS,WOS:001382336500001,Delivering a South African mathematics mindset intervention via Social Networking Service (WhatsApp),"Growth mindset interventions delivered to mathematics students have resulted in improved mathematics performance in numerous countries in the global north. South African high school students consistently underperform on international measures of mathematics achievement. This study investigates whether a culturally adapted growth mindset intervention delivered on WhatsApp can make a significant difference to mathematics performance in South Africa. In addition, it investigates whether WhatsApp delivery is feasible and acceptable to high school participants. The intervention employed a combination of YouTube videos, text information and facilitated WhatsApp conversations and combined simplified information on neural plasticity, learning strategies, and growth mindset messaging. The intervention utilised a field-based, quasi-experimental design with 301 students, 160 in the experimental condition. Mixed-methods data were collected, including mathematics performance and mathematics mindsets tracked over 18 months and user engagement and feedback in the intervention. In mixed-effects linear regression, students receiving the intervention showed a significant change in their mathematics performance over time, controlling for baseline differences between the schools. WhatsApp was a well-accepted medium for delivering this intervention. This study adds to the understanding of behaviour change and the use of WhatsApp to deliver behaviour change interventions. The results underscore the importance of teaching study strategies alongside growth mindset content to equip students with the appropriate skills to act on their changed beliefs.","Morse, Katherine",2025,SOUTH AFRICAN JOURNAL OF PSYCHOLOGY,10.1177/00812463241306251,,Article,,WOS:001382336500001,"Delivering a South African mathematics mindset intervention via Social Networking Service (WhatsApp) Growth mindset interventions delivered to mathematics students have resulted in improved mathematics performance in numerous countries in the global north. South African high school students consistently underperform on international measures of mathematics achievement. This study investigates whether a culturally adapted growth mindset intervention delivered on WhatsApp can make a significant difference to mathematics performance in South Africa. In addition, it investigates whether WhatsApp delivery is feasible and acceptable to high school participants. The intervention employed a combination of YouTube videos, text information and facilitated WhatsApp conversations and combined simplified information on neural plasticity, learning strategies, and growth mindset messaging. The intervention utilised a field-based, quasi-experimental design with 301 students, 160 in the experimental condition. Mixed-methods data were collected, including mathematics performance and mathematics mindsets tracked over 18 months and user engagement and feedback in the intervention. In mixed-effects linear regression, students receiving the intervention showed a significant change in their mathematics performance over time, controlling for baseline differences between the schools. WhatsApp was a well-accepted medium for delivering this intervention. This study adds to the understanding of behaviour change and the use of WhatsApp to deliver behaviour change interventions. The results underscore the importance of teaching study strategies alongside growth mindset content to equip students with the appropriate skills to act on their changed beliefs.",delivering a south african mathematics mindset intervention via social networking service whatsapp,10.1177/00812463241306251,sí,sí,1653,sí,no,no,
REG_00503,WoS,WOS:000823415200001,The Impact of Parents' Intelligence Mindset on Math Anxiety of Boys and Girls and the Role of Parents' Failure Beliefs and Evaluation of Child's Math Performance as Mediators,"This study aimed to examine the relationship between parents' intelligence mindset and children's math anxiety and the mediating role of parents' failure mindset and evaluations of their child's math performance. A total of 419 Chinese students (196 boys and 223 girls) and their parents were recruited to complete a series of questionnaires on topics such as math anxiety, parent's failure mindset, parent's intelligence mindset, and parents' evaluations of their child's mathematical performance. The results revealed that parents' intelligence mindset was not correlated with children's math anxiety. However, parents' intelligence mindset indirectly predicted children's math anxiety through the chain-mediated role of parents' failure beliefs and parents' evaluations of their child's math performance. Further, sex differences were found through a multigroup analysis, which showed a chain-mediated effect between parents' intelligence mindset and girls' math anxiety.","Xie, Fang; Duan, Xiangfei; Ni, Xuelian; Li, Lina; Zhang, Libin",2022,FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2022.687136,,Article,,WOS:000823415200001,"The Impact of Parents' Intelligence Mindset on Math Anxiety of Boys and Girls and the Role of Parents' Failure Beliefs and Evaluation of Child's Math Performance as Mediators This study aimed to examine the relationship between parents' intelligence mindset and children's math anxiety and the mediating role of parents' failure mindset and evaluations of their child's math performance. A total of 419 Chinese students (196 boys and 223 girls) and their parents were recruited to complete a series of questionnaires on topics such as math anxiety, parent's failure mindset, parent's intelligence mindset, and parents' evaluations of their child's mathematical performance. The results revealed that parents' intelligence mindset was not correlated with children's math anxiety. However, parents' intelligence mindset indirectly predicted children's math anxiety through the chain-mediated role of parents' failure beliefs and parents' evaluations of their child's math performance. Further, sex differences were found through a multigroup analysis, which showed a chain-mediated effect between parents' intelligence mindset and girls' math anxiety.",the impact of parents intelligence mindset on math anxiety of boys and girls and the role of parents failure beliefs and evaluation of child s math performance as mediators,10.3389/fpsyg.2022.687136,sí,sí,974,sí,no,no,
